IK_INTERN,BEZ_KASSE,IK_AUFN_KASSE,VK_NUMMER,GBO
104826108,BKK Achter u.Ebels,104424794,28422,1
104826120,BKK Monforts'sche,104829759,28439,1
104826131,BKK Otten,104424794,28430,1
104826164,DIE GEMEINSAME BKK/GG,104526376,28434,1
104826175,BKK Schlafhorst,104829759,28431,1
104826197,BKK futur/GG,,28425,1
104826200,BKK Schorch,104424829,28433,1
104826222,BKK Sch”tt,104625800,28432,1
104826233,BKK NLK/GG,104829759,28429,1
104826585,BKK R”sler Draht,104829759,28421,1
104826836,KAISER'S BKK/GG,108433248,28415,1
104826916,BKK JAKOB KREBS TUCHF/GG,,28418,1
104827369,BKK UNION/GG,104826197,28410,1
104827405,BKK Sucker+M?ller,104829759,28428,1
104829759,DIE GEMEINSAME BKK/GG,104526376,28434,1
104830638,BKK UNION/GG,104826197,28410,1
104831946,DIE GEMEINSAME BKK OS/GG,104529255,99492,1
104892358,BKK futur/GG,,28425,1
104892369,BKK futur/GG,,28425,1
104921650,Vaillant BKK Ost/GG,104926494,99456,1
104923151,BKK Vorwerk & Co. KG//GG,104127692,99497,1
104926483,BKK ALEXANDERWERK AG/GG,104424829,37426,1
104926494,VAILLANT BKK/GG,,37431,1
108434034,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434045,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434056,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434067,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434078,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434103,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434125,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434136,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434158,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108434261,BKK D.A.S.,104229606,63420,1
108434318,BKK MAN und MTU Ost/GG,108433204,99438,1
108434329,BKK Allianz Netz-MQM/GG,,63521,1
108434341,BKK Land Bayern Netz-/GG,,63512,1
108434363,BKK Vereinte Netz-MQM/GG,,63509,1
108434374,HYPOVEREINSBANK BKK N/GG,,63505,1
108434396,Siemens-BKK Netz-MQM/GG,,63501,1
108434410,Audi BKK Netz-MQM/GG,,63514,1
108434432,BKK BMW Netz-MQM/GG,,63510,1
108434604,BKK TEKADE-FGF MQM/GG,,63524,1
108434626,BKK MAN u. MTU MQM/GG,,63518,1
108434648,BKK f?r Heilberufe MQ/GG,,63504,1
108434660,N?rnberger BKK MQM/GG,,63513,1
108434682,BKK FšW /  Netz MQM/GG,,63517,1
108434706,Bavaria BKK / MQM/GG,,63528,1
108491329,Hypovereinsbank BKK PPŽV,108428980,63502,1
108491330,BKK Schwesternschaf.PPŽV,108433099,63515,1
108491341,BKK AKS Netz PPŽV,109129662,63516,1
108491374,neue BKK Netz PPŽV,108035451,63522,1
108491409,BKK Deutsche Bank PPŽV,104224634,63506,1
101020723,BKK Salutas,101131395,85401,1
101020745,BKK Rothensee,101131395,85402,1
101023511,BKK Druck u. Vlh.,101131395,85404,1
101120494,BKK Sachsen-Anhalt/RHS,101097008,86403,1
101120677,BKK Zemag GmbH Zeitz/RHS,105320805,86405,1
101120702,Mitteldeutsche BKK/RHS,,86401,1
101120713,BKK Draht-Seilw,101131395,86402,1
101120735,NOVITAS Vereinigte B/RHS,104491718,86404,1
101121280,BKK Koethen,101131395,86406,1
101121930,BKK I.Merseburg,101131921,86407,1
101123260,BKK MDVH HALLE/RHS,104521598,86408,1
101123373,BKK Solvay Alk.,101131395,86409,1
101123395,BKK Schwenk - Ost/RHS,107832023,99532,1
101123556,BKK Bitterfeld,101131395,86411,1
101131395,BKK Sachsen-Anhalt/RHS,101097008,86403,1
101131921,Mitteldeutsche BKK/RHS,,86401,1
101132294,Mitteldeutsche BKK-W/RHS,101131921,86499,1
101320338,BKK DRAEGER,100334526,01418,1
101320349,SIEMENS BETRIEBSKRAN/RHS,108033244,63401,1
101323160,BKK Dr„ger Ost,100323099,99496,1
101332332,BKK Gruner + Jahr,104437993,01419,1
101391700,Novitas BKK-Die Pr„v/RHS,104491707,01422,1
101392518,BKK Gruner + Jahr,104437993,01419,1
101520012,BKK DEUTSCHE BP/RHS,103720018,02438,1
101520067,BKK Hmb. Hochbahn,101538012,02417,1
101520078,Mobil Krankenkasse/RHS,,09455,1
101520089,BKK BLOHM + VOSS/RHS,104525035,02404,1
101520090,BKK NORDDEUTSCHE AFF/RHS,101391700,02424,1
101520103,BKK AXEL SPRINGER /RHS,105830016,02439,1
105792203,BKK PricewaterhouseC/RHS,,42405,1
105830016,DAK-GESUNDHEIT/RHS,,02602,2
105830540,BKK VITA-Dyckerhoff+Part,107535409,45403,1
105830608,BKK HOECHST FRANKFURT A.,107535409,40408,1
105836717,TAUNUS BKK -Ost,107535409,99577,1
105921210,BKK VITA-Dyckerhoff/Ost,105836717,99542,1
105923973,BKK Opel Eisenach,106229451,99554,1
106029803,BKK FORUM Ost,105836717,99432,1
106029814,BKK FORUM Ost,105836717,99432,1
106029825,BKK FORUM Ost,105836717,99432,1
106029836,BKK FORUM Ost,105836717,99432,1
106224387,BKK Aktiv/West/RHS,103524407,48414,1
106229304,BKK advita/RHS,,48412,1
106229451,BKK Aktiv/Ost/RHS,106224387,99596,1
106229532,Fortisnova BKK/RHS,106492393,48402,1
106231295,BKK Schott-Zeiss/Ost/RHS,106229304,99594,1
106231536,BKK Chemische Budh,103724238,48404,1
106231821,BKK K H S AG/RHS,106432038,48405,1
106231854,BKK Boehringer Ing,106229532,48401,1
106321396,FORTISNOVA-BKK/RHS,106492393,47421,1
106323640,BKK Hilgers-Ost,106329862,99505,1
106329225,Debeka BKK/RHS,,47410,1
106329236,BKK Debeka Ost/RHS,106329225,99534,1
106329566,BKK ZF & Partner/RHS,,47434,1
106329577,BKK ZF & Partner - O/RHS,106329566,99414,1
106329793,BKK RHEIN-LAHN/RHS,107829563,47426,1
106329862,BKK Rhein-Lahn Ost/RHS,107829574,99552,1
106331548,BKK Sch„fer,106329793,47428,1
106331560,BKK Jung Jungenth./RHS,,47417,1
104926508,BKK-Klingelnberg S”hn/GG,104926520,37429,1
104926520,BKK Barmag-Steinm?lle/GG,109139915,37427,1
104926531,BKK Johann W?lfing u./GG,104424829,37432,1
104926702,BKK DIE BERGISCHE KK/GG,,37436,1
104926713,BKK KIESERLING/GG,104826836,37440,1
104926735,BKK Olbo Textil/GG,,37438,1
104926757,BKK KRUPS-ZWILLING/GG,104526376,37442,1
104926995,BKK Stocko,103729518,37420,1
104927008,BKK RWK + FANAL/GG,104424794,37443,1
104927019,BKK Erbsloeh,103729518,24405,1
104927020,BKK Vorwerk & Co. KG/GG,104127692,37421,1
104927031,BKK Vorwerk u.Sohn,103729518,37422,1
104927042,BKK VDN/GG,,18544,1
104927053,BKK MEMBRANA WUPPERTA/GG,104926520,37403,1
104927064,BKK DELPHI/GG,,37414,1
104927473,BKK Rasspe,104926702,37439,1
104927484,BKK Zwilling J.A.Henc/GG,104926757,37434,1
104927554,BKK Br?hler,104978011,37441,1
104927689,BKK KRUMM GMBH & CO./GG,,37430,1
104927714,BKK Fanal,104927008,37425,1
105228209,BKK ROEHM/GG,103725989,39402,1
105230076,BKK Merck/GG,,39409,1
105230087,BKK SCHENCK/GG,105429872,39408,1
105230098,BKK des Landes Hessen/GG,105330204,39414,1
105230101,BKK HEAG/GG,105830517,39404,1
105230270,BKK MAN und MTU M?nch/GG,108534160,63418,1
105230383,BKK ENKA/GG,105330191,39416,1
105230418,BKK Verbund,105330179,39401,1
105230463,BKK OPEL Ruesselsheim/GG,106224387,39410,1
108491410,BKK AKZO Nobel Netz PPŽV,108833355,63507,1
108491421,BKK DEMAG K-MAFFEI PPŽV,104424794,63508,1
108491432,BKK Allianz Netz PPŽV,108432429,63525,1
108491443,BKK Mobil Oil Netz PPŽV,101520078,63526,1
108491454,BKK ESSANELLE PPŽV,109139915,63527,1
108491465,BKK Linde PPŽV/GG,105830517,63529,1
108491671,BKK Bavaria PPŽV,108491454,63530,1
108491740,Autoclub BKK/GG,108633433,63423,1
108491751,Autoclub BKK Ost/GG,108491740,99593,1
108491819,BKK Autoclub Netz PPŽV,108491740,63531,1
108492080,Taunus BKK Netz PPŽV,107535409,63533,1
108492320,BKK 11880 d. teleg./O/GG,108492331,99411,1
108492331,BKK salvina/GG,108633433,63424,1
108492569,BKK MOBIL OIL AG/GG,101520078,02410,1
108528286,BKK Akzent Ost/GG,108592241,99488,1
108530850,BKK Audi Ingolstadt O/GG,,99562,1
108532512,BKK Ostbayern/GG,109129662,64408,1
108532738,BKK Steinbeis,108533385,64413,1
108532794,DIE PERS™NLICHE BKK/GG,108591499,64409,1
108532863,BKK Hoechst Gend.,105330226,64401,1
108532874,BKK BEZIRK OBERBAYERN/GG,108433248,63403,1
108532932,BKK AKZENT/GG,108532794,64406,1
108533385,BKK PWA RAUBLING/GG,,64403,1
108533476,BKK Haindl Papier,109131438,64407,1
108533604,BKK SKW TROSTBERG AG/GG,103725989,64411,1
108534160,AUDI BKK /GG,,64414,1
108537174,BKK TEKADE-FGF / N.GO-IN,108538164,64534,1
108537185,BKK TEKADE-FGF/Netz MFM,108538153,64524,1
108537196,SIEMENS BKK / Netz MFM,108433248,64501,1
101520114,City BKK/RHS,108038012,02418,1
101520136,BKK der HEW AG/RHS,,02440,1
101520147,Shell BKK/LIFE/RHS,105830016,02409,1
101520158,BKK der SVEDALA-Grup/RHS,,02432,1
101520169,BKK N-Y Hbg Gummi,101520181,02423,1
101520181,BKK PHOENIX/RHS,104491707,02419,1
101520192,BKK ADM ™LMšHLEN GMB/RHS,,02433,1
101520294,BKK HAMBURG-SšD/RHS,,02416,1
101520329,ESSO BKK/RHS,104491707,02413,1
101520352,Shell BKK/LIFE -Ost-/RHS,101520147,99423,1
101520363,BKK Hermes Kreditver/RHS,108432429,02415,1
101520454,BKK Springer, Axel //RHS,101520103,99421,1
101520900,BKK Hermes Kreditver/RHS,109720750,99437,1
101520966,BKK Deutsche BP Ost/RHS,103720962,99435,1
101521547,Esso BKK Ost/RHS,101520329,99458,1
101522116,Novitas BKK/RHS,,02407,1
101523297,BKK Philips/RHS,103523440,02420,1
101523446,Continentale BKK/RHS,,02422,1
101531220,BKK Vereins-und West/RHS,108428980,02425,1
101531231,BKK Vereinsbank West/RHS,108428991,99559,1
101532152,BKK PHOENIX - Ost/RHS,101520181,99566,1
101532243,BKK SPAR/RHS,109939708,02429,1
101532254,Betriebskrankenkasse/RHS,109938046,99570,1
101532301,BKK Beiersdorf/RHS,105830016,02402,1
101534564,BKK IDUNA/RHS,103529026,02414,1
101534575,IDUNA BKK Ost/RHS,103529071,99574,1
101536919,BKK Hamburg Mannheim/RHS,107535409,02412,1
101536920,BKK Hamburg Mannheim/RHS,105836717,99578,1
101538012,City BKK/RHS,108038012,02418,1
101592133,City BKK / Ost/RHS,108092133,99558,1
106331593,BKK evm/RHS,,47419,1
106331606,BKK K”nigsbacher,106329793,47420,1
106331617,BKK DEINHARD/RHS,106329793,47412,1
106331628,BKK ™ffentlicher Die/RHS,109939708,47432,1
106331640,BKK Schmidt, C.S.,106329793,47429,1
106331742,BKK RASSELSTEIN/RHS,104437993,47430,1
106331764,BKK BOESNER/RHS,106432038,47406,1
106331775,BKK Hilgers,106329793,47416,1
106331811,BKK Veitsch-Ra,106329793,47408,1
106331877,BKK Blaue Quellen,106329793,47424,1
106420977,BKK PFAFF -OST-/RHS,106431572,99424,1
106421228,pronova BKK Ost/RHS,106492393,99428,1
106423630,BKK Gr?nzweig und Ha/RHS,106437453,99503,1
106423925,BKK GLATZ U. H.&E./RHS,106432038,49422,1
106428247,BKK Advita/RHS,106229304,49412,1
106428292,BKK Advita Ost/RHS,106428247,99516,1
106431550,BKK GIENANTH EISENBE/RHS,106431652,49405,1
106431572,BKK PFAFF/RHS,,49417,1
106431583,BKK Gusswerk,106431572,49408,1
106431652,BKK Pfalz/RHS,,49411,1
106431663,G+H-Betriebskrankenk/RHS,106431652,49407,1
106431674,BKK BENCKISER/RHS,106432038,49424,1
106431685,pronova BKK/RHS,,49402,1
106431696,BKK GIULINI/RHS,106432038,49406,1
106431845,BKK S?dpfalz/RHS,106492393,49413,1
106432038,BKK Vital/RHS,106431652,49409,1
106436760,SIEMENS BKK / Netz MFM,108433248,64501,1
106436771,SIEMENS BKK / Netz GO-IN,108433248,64531,1
106436851,BKK ALLIANZ / Netz MFM,108432429,64521,1
105230577,BKK OPEL Ruesselsheim/GG,106224387,39410,1
105230599,BKK OPEL Ruesselsheim/GG,106224387,39410,1
105320805,BKK FORUM Ost/GG,105836717,99432,1
105321236,BKK Neckermann Ost/GG,105330191,99429,1
105321269,Salus BKK Ost/GG,105330168,99431,1
105323535,BKK Hoechst / Ost/GG,105836717,99501,1
105328415,BKK BRAUN-GILLETTE/O/GG,105330157,99448,1
105328426,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105328437,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105328448,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105328459,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105330066,BKK Ost-Hessen/GG,107536262,40423,1
105330157,BKK BRAUN-GILLETTE/GG,,40426,1
105330168,Salus BKK/GG,,40410,1
105330179,BANK BKK/GG,105330191,40416,1
105330191,VEREINIGTE BKK/GG,,40418,1
105330204,FORUM BKK/GG,107535409,40413,1
105330215,BKK Cassella,105330226,40404,1
105330226,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105330282,BKK DEGUSSA WOLFGANG/GG,103725989,40406,1
105330431,BKK MAYER/GG,,40417,1
105330453,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105332160,BKK der Degussa Wolfg/GG,103729621,99567,1
105334220,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
105334231,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
105334583,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105392301,BKK Hoechst / Ost/GG,105836717,99501,1
105392312,BKK Hoechst / Ost/GG,105836717,99501,1
105392539,Salus BKK/GG,,40410,1
108537209,SIEMENS BKK / Netz GO-IN,108433248,64531,1
108537210,neue BKK Netz MfM,108035451,64552,1
108537221,neue BKK Netz GOIN/GG,108035451,64543,1
108537276,BKK ALLIANZ / Netz MFM,108432429,64521,1
108537301,BKK Bavaria / GOIN,108729553,64538,1
108537312,BKK AKZENT / Netz GO-IN,108532794,64526,1
108537323,BKK HYPOVER./GO-IN,108428980,64505,1
108537334,BKK Bavaria / Netz MFM,108729553,64528,1
108537345,AUDI BKK / Netz MFM,108534160,64514,1
108537356,BKK MAN u. MTU/Netz MFM,108433204,64518,1
108537367,BKK MAN u.MTU/Netz GO-IN,108433204,64535,1
108537378,AUDI BKK / Netz GO-IN,108534160,64532,1
108537403,Securvita BKK Netz GO/GG,,64542,1
108537414,UPM BKK Netz MFM,109131438,64523,1
108537436,HYPOVEREINSBANK BKK/M/GG,108428980,64515,1
108537470,Shell BKK / LIFE GOIN/GG,101520147,64544,1
108537573,Schwenninger BKK N. G/GG,107536262,64541,1
108537619,Saint-Gobain BKK GOIN/GG,104124029,64540,1
108537620,BKK BMW Netz GO-IN/GG,109034270,64520,1
108537631,BKK BMW Netz MFM/GG,109034270,64510,1
108537653,BKK Bayernwerk N. GO-/GG,,64503,1
108537686,Energie BKK Netz GOIN/GG,,64529,1
108537697,ESSO BKK Netz GOIN/GG,101520329,64539,1
108537733,BKK SKW / GO-IN/GG,108537857,64511,1
108537824,BKK Energie MfM/GG,,64553,1
108537835,BKK Allianz-Netz GO-I/GG,108432429,64522,1
108537846,BKK Spar Netz GOIN/GG,109939708,64527,1
108537857,BKK VOR ORT Netz GOIN/GG,104526376,64507,1
101592213,BKK SPAR/RHS,109939708,02429,1
101592235,BKK Beiersdorf/RHS,105830016,02402,1
101592280,BKK AXEL SPRINGER /RHS,105830016,02439,1
101592371,BKK Philips/RHS,103523440,02420,1
101592554,BKK NORDDEUTSCHE AFF/RHS,101391700,02424,1
101592587,BKK PHOENIX/RHS,104491707,02419,1
101592612,BKK Beiersdorf/RHS,105830016,02402,1
101892147,BKK UPM Nordland Pap/RHS,109131438,17401,1
101936606,BKK FTE,108534160,17402,1
101937424,BKK FTE-Ost,101936606,99547,1
102022271,BKK PHOENIX/RHS,104491707,02419,1
102120076,Mobil Krankenkasse/RHS,,09455,1
102121738,BKK Neun Plus Ost,109139926,99471,1
102121830,BKK Pelikan/Ost,102129850,99487,1
102122294,BKK Kabelmetal,104826197,09418,1
102122476,BKK der Stadtwerke Hanno,108591499,09432,1
102122795,BKK FTE,101936606,09429,1
102129849,BKK NEUN PLUS,109139915,09451,1
102129850,BKK Neun Plus Ost,109139926,99471,1
102136735,BKK FTE-Ost,101937424,99581,1
102137985,BKK TUI/RHS,,09452,1
102192017,BKK TUI / Ost/RHS,102137985,99598,1
102192471,BKK MOBIL OIL/RHS,101520078,99413,1
102222525,BKK Senking,102129849,10416,1
102522653,BKK DER PARTNER,106492393,13407,1
102522880,BKK Sch?mer & Co.,102522653,13413,1
102734283,SIEMENS BETRIEBSKRAN/RHS,108033244,63401,1
102822623,Die maritime BKK,103726081,16402,1
102822634,BKK HUETTE NORDENHAM,103726081,16401,1
103121079,BKK DER HAPAG-LLOYD AG,102522653,03420,1
106436884,BKK Bavaria / GOIN,108729553,64538,1
106436895,BKK AKZENT / Netz GO-IN,108532794,64526,1
106436908,BKK HYPOVER./GO-IN,108428980,64505,1
106436931,BKK TEKADE-FGF / N.GO-IN,108538164,64534,1
106436942,BKK TEKADE-FGF/Netz MFM,108538153,64524,1
106436953,BKK Bavaria / Netz MFM,108729553,64528,1
106436975,AUDI BKK / Netz MFM,108534160,64514,1
106436986,BKK MAN u. MTU/Netz MFM,108433204,64518,1
106436997,BKK MAN u.MTU/Netz GO-IN,108433204,64535,1
106437000,AUDI BKK / Netz GO-IN,108534160,64532,1
106437453,BKK Pfalz  Ostkasse/RHS,106431652,99580,1
106492393,pronova BKK/RHS,,49402,1
106492406,pronova BKK Ost/RHS,106492393,99428,1
106531631,BKK KUAGTEXTIL GMBH, KON,106432038,50403,1
106835364,BKK Katzwerke GmbH,106929904,56405,1
106835375,BKK Bad. Karton-F.,107629981,56403,1
106836387,BKK Holtzmann,106929904,56404,1
106928388,BKK S?dzucker Ost/RHS,106936311,99499,1
106929904,GEMEINSAME BKK AUS B/RHS,107829712,52402,1
106932204,GEMEINSAME BKK AUS BW-OS,107829723,99569,1
106935263,LORENZ-BKK/RHS,107832012,52409,1
106935274,BKK SPINNEREI ETTLI./RHS,106431652,52406,1
106935285,BKK Buhl,106929904,52403,1
106935504,BKK BAD.BEAMTENBANK/RHS,107832012,52401,1
106935515,BKK STADT KARLSRUHE/RHS,109939708,52412,1
106935526,BKK PFAFF KARLSRUHE/RHS,,52407,1
106936311,BKK SUEDZUCKER/RHS,,52405,1
107023228,BKK Rhein Neckar Ost/RHS,107031126,99491,1
105392540,Salus BKK Ost/GG,105330168,99431,1
105421567,BKK Schunk -Ost-,105723356,99464,1
105429872,sancura BKK/GG,107535409,41401,1
105429883,BKK Mittelhessen/Ost/GG,,99553,1
105430056,BKK Buderus-Bieden,105429872,41405,1
105430114,BKK Frank,105429872,41411,1
105430249,BKK Gail Jnax,105429872,41412,1
105430250,BKK Schunk,105429872,41419,1
105430307,BKK Juno,105429872,41407,1
105430396,BKK B„nninger,105429872,41402,1
105430409,BKK Buderus AG,105429872,41404,1
105430498,BKK Leica,105429872,41415,1
105530126,BKK WERRA-MEISSNER/GG,,42420,1
105530262,BKK VGT,105330179,42418,1
105530320,BKK Kassel regional/GG,105830540,42417,1
105530331,BKK Herkules/GG,,42419,1
105530342,BKK KVG/GG,102030340,42412,1
105530353,BKK DER EAM/GG,,42404,1
105530364,BKK HENSCHEL Plus/GG,101523446,42410,1
105530422,BKK BRAUN AESCULAP/GG,,42401,1
105723301,BKK PricewaterhouseCo/GG,,42405,1
105723312,BKK PricewaterhouseCo/GG,,42405,1
105723356,sancura BKK - Ost/GG,105836717,99498,1
105730037,BKK Hasenclever,105429872,44402,1
105732324,Ernst & Young BKK/GG,,42402,1
105734543,BKK Wirtschaft & Fina/GG,,42406,1
105734554,BKK Wirtschaft & Fina/GG,,42406,1
105734565,BKK Wirtschaft & Fina/GG,,42406,1
105792123,BKK  Wirtsch. & Fi - /GG,105734543,99557,1
105792156,BKK Ernst & Young -Os/GG,105732324,99407,1
108537868,BKK Deutsche Bank GOI/GG,104224634,64509,1
108537926,BKK ESSANELLE GO-IN/GG,109139915,64508,1
108537937,BKK AKZO Nobel Bay.GO/GG,108833355,64512,1
108538051,BKK d.St. Augsburg GO/GG,109132678,64530,1
108538153,BKK mhplus MfM/GG,,64551,1
108538164,mhplus BKK Netz GOIN/GG,,64519,1
108538288,BKK AKS Netz GOIN/GG,109129662,64502,1
108538299,BKK AKS Netz MFM/GG,109129662,64504,1
108538574,BKK Schwestern. Netz /GG,108433099,64537,1
108538585,BKK Schwesternsch N.G/GG,108433099,64536,1
108539520,Bahn BKK Netz GOIN/GG,109938503,64506,1
108539633,BKK N-ERGIE Netz GOIN/GG,108723249,64525,1
108539724,BKK f?r Heilberufe GO/GG,104628222,64516,1
108539780,BKK Linde Netz GOIN/GG,105830517,64517,1
108539791,BKK Mobil Oil Netz GO/GG,101520078,64546,1
108539859,BKK Junghans+Part. GO/GG,108537221,64545,1
108591013,AXA BKK Netz GOIN,104628142,64547,1
108591160,BKK Rheinland Netz GOIN,104624411,64548,1
108591240,BKK DEMAG K-M GOIN,104424794,64549,1
108591499,BKK ProVita/GG,,68415,1
108591503,BKK A.T.U. / Ost/GG,108591499,99589,1
108591763,Autoclub BKK Netz GO-IN,108491740,64554,1
108591843,Autoclub BKK Netz MfM,108491740,64555,1
108592070,Taunus BKK Netz GOIN,107535409,64557,1
108592241,PBK Die Pers”nl. Ost/GG,108532794,99409,1
108623102,Brose Betriebskranken/GG,108833505,65404,1
108632535,BKK Schumann, Carl/GG,,65448,1
108632773,BKK STADT COBURG/GG,108431963,65450,1
103123674,BKK Mercedes-Benz Ost,108038078,99506,1
103128964,BKK Mercedes-Benz Ost,108038078,99506,1
103132436,BKK Mercedes-Benz Ost,108038078,99506,1
103132447,BKK Mercedes-Benz Ost,108038078,99506,1
103521632,LOGISTIK BKK -Ost-/RHS,103524430,99451,1
103521789,INOVITA BKK -Ost-/RHS,103525419,99475,1
103521790,BKK Verkehrsbau Unio/RHS,,99476,1
103523440,DIE CONTINENTALE BKK/RHS,101523446,18536,1
103523565,BKK Continentale Ost/RHS,103523440,99502,1
103524043,BKK Rump,104424829,18510,1
103524054,BKK Wilhelm Berg,103526283,18406,1
103524065,BKK MAYWEG/RHS,103526875,18487,1
103524076,BKK THORN LICHT ARNS/RHS,104424829,18470,1
103524087,BKK METALLWERKE NEHE/RHS,104424829,18489,1
103524101,BKK Br”kelmann Jaege/RHS,103724272,18415,1
103524112,BKK F.W.Br”kelmann A/RHS,103526615,18414,1
103524214,BKK Busch Bestwig/RHS,103726263,18418,1
103524350,BKK B O G E S T R A/RHS,104826197,18409,1
103524361,BKK Gebr. Eickhoff/RHS,103524372,18435,1
103524372,BKK Ruhrgebiet/RHS,103524407,18528,1
103524383,BKK Aktiv / West/RHS,106224387,18454,1
103524407,VIACTIV Krankenkasse/RHS,,18405,1
103524430,LOGISTIK BKK/RHS,101523446,18511,1
103524441,BKK RUHFUS/RHS,103524522,18506,1
103524452,BKK DAB,103524522,18429,1
103524474,BKK DORTMUNDER STADT/RHS,103524522,18432,1
103524496,BKK O&K AG DORTMUND/RHS,103524372,18495,1
103524522,BKK HOESCH/RHS,103524407,18552,1
103524533,BKK Dortmunder Bra,103524522,18431,1
107029279,BKK Roche Diagnostic/RHS,104628233,99533,1
107031126,BKK RHEIN-NECKAR/RHS,108035451,53425,1
107035563,BKK HEIDELB.ZEMENT/RHS,107031126,53418,1
107035621,BKK Rhein-Neckar,107031126,53414,1
107035632,BKK PWA Waldhof,107031126,53428,1
107035643,BKK V”gele,107031126,53427,1
107035676,BKK GROSSKRAFTWERK/RHS,107031126,53429,1
107035687,BKK ROCHE DIAGNOSTIC/RHS,104628222,53401,1
107035698,BKK Bopp u.Reuther,107031126,53402,1
107035712,BKK Friatec,107031126,53403,1
107036370,BKK FREUDENBERG/RHS,,53408,1
107135212,Die schw„bische BKK/RHS,107535396,54405,1
107135780,BKK Niefern,106929904,54401,1
107135859,GEMEINSAME BKK AUS B/RHS,107829712,52402,1
107221809,BKK MAN PLAMAG/RHS,104529255,94406,1
107429741,BKK SUEDWEST/RHS,107531940,57415,1
107429785,BKK Hochrhein-Wiesen/RHS,,57425,1
107435293,BKK Uni Freiburg,104424829,57429,1
107435306,BKK Herder,107629981,57412,1
107435408,BKK Hoffmann,107429741,57403,1
107435419,BKK Ciba-Geigy AG,107429741,57410,1
107435420,BKK G?termann,107629981,57411,1
107435590,BKK KBC L”rrach,107429741,57418,1
107435603,BKK Suchard,106929904,57426,1
107435910,BKK Degussa Rheinf,107429741,57432,1
107435921,BKK Aluminium,107429785,57431,1
107435932,BKK KWR AG/RHS,107832012,57434,1
107435943,BKK H?ls,103725989,57433,1
107436158,BKK Papierf.Neust.,107629981,57413,1
105792190,BKK PricewaterhouseC./GG,105723301,99408,1
105792203,BKK PricewaterhouseCo/GG,,42405,1
105821242,BKK Linde - Ost/GG,105830517,99426,1
105823040,R+V BKK/GG,,45405,1
105823051,R+V BKK/GG,105823040,99485,1
105830016,DAK-GESUNDHEIT/GG,,02602,2
105830232,BKK MAN MILLER/GG,105330179,45408,1
105830517,BKK Linde/GG,,45411,1
105830528,BKK LWV Hessen/GG,105429872,45407,1
105830539,BKK family/GG,108591499,45402,1
105830540,BKK VITA-Dyckerhoff+P/GG,107535409,45403,1
105830608,BKK HOECHST FRANKFURT/GG,107535409,40408,1
105832052,BKK DBV-winterthur/GG,105330157,45401,1
105836717,TAUNUS BKK -Ost/GG,107535409,99577,1
105921210,BKK VITA-Dyckerhoff/O/GG,105836717,99542,1
105923973,BKK Opel Eisenach/GG,106229451,99554,1
106020655,BKK Silbitz,105320805,90405,1
106023705,BKK FSU,105320805,90408,1
106029734,BKK Saale-Elst.,105320805,90410,1
106029803,BKK FORUM Ost/GG,105836717,99432,1
106029814,BKK FORUM Ost/GG,105836717,99432,1
106029825,BKK FORUM Ost/GG,105836717,99432,1
106029836,BKK FORUM Ost/GG,105836717,99432,1
106224387,BKK Aktiv/West/GG,103524407,48414,1
106229304,BKK advita/GG,,48412,1
106229451,BKK Aktiv/Ost/GG,106224387,99596,1
106229532,Fortisnova BKK/GG,,48402,1
106231295,BKK Schott-Zeiss/Ost/GG,106229304,99594,1
106231536,BKK Chemische Budh,103724238,48404,1
108632784,BKK WALDRICH COBURG/GG,108532794,65458,1
108632886,BKK Knopfs Sohn/GG,,65419,1
108632900,BKK Textilgruppe Hof/GG,,65424,1
108633068,BKK SCHOEDEL AG/GG,108836600,65447,1
108633375,BKK Kleinschanzlin,106428247,65402,1
108633411,BKK ANNAWERK/GG,108532794,65403,1
108633422,BKK W. Goebel Roedent/GG,109033393,65412,1
108633433,BKK Kassana/GG,107832012,65451,1
108633525,BKK Hutschenreuth,108729553,65417,1
108633536,BKK ROSENTHAL/GG,,65439,1
108634194,SIEMENS BETRIEBSKRANK/GG,108033244,63401,1
108723249,N-ERGIE BKK/GG,103524407,66417,1
108729018,BKK Provita/GG,108532794,66409,1
108729450,BKK aktiv Ost/GG,103529457,99538,1
108729461,NUERNBERGER BKK/GG,,66413,1
108729472,N?rnberger BKK/GG,,99541,1
108729483,BKK N?rnb. Allgem.,108729461,66412,1
