IK_INTERN,BEZ_KASSE,IK_AUFN_KASSE,VK_NUMMER,GBO
107821326,BKK Iveco Magirus Os/BEG,108023139,99446,1
107821554,BKK Zahnradfabrik,107829574,99463,1
107821703,BKK Zeppelin-Ost/BEG,103791489,99469,1
107822975,BKK G?hring,107829712,62413,1
107823603,BKK Mayer & Cie,107829712,62435,1
107828185,BKK Bizerba-Ost,107829723,99511,1
107829563,BKK ZF & Partner/BEG,106329566,62460,1
107829574,BKK ZF & Partner/Ost/BEG,106329577,99550,1
107829712,BKK Zollern-Alb/BEG,107929713,62414,1
107829723,BKK Zollern Alb Ost/BEG,107929724,99551,1
107829734,BKK Gesundheit/BEG,107535409,62470,1
107830704,BKK MERCEDES-BENZ 1/BEG,108030775,03403,1
107830715,BKK MERCEDES-BENZ 1/BEG,108030775,03403,1
107832012,BKK VerbundPlus/BEG,,62461,1
107832023,BKK VerbundPlus Ost/BEG,107832012,99564,1
107835060,BKK Mettler-Toledo,107429741,62447,1
107835071,BKK Groz-Beckert/BEG,,62421,1
107835093,BKK CONZELMANN/BEG,108035612,62412,1
107835139,BKK Bizerba-Werke,107829712,62408,1
107835151,BKK Thomae,106229532,62464,1
107835162,BKK EBW BIBERACH/BEG,107832012,62463,1
107835173,BKK Maute,107829712,62432,1
107835242,BKK Sch. Zellstoff,102031410,62456,1
107835311,BKK Zahnradfabrik,107829563,62462,1
107835322,BKK Zeppelin/BEG,103724272,62429,1
107835333,BKK MTU Friedrichsha/BEG,,62434,1
108737882,BKK Deutsche Bank HE/BEG,104224634,66564,1
108737962,BKK ESSANELLE Netz H/BEG,109139915,66516,1
108738064,neue Netz BKK HERZOG/BEG,108035451,66568,1
108738111,BKK Faber-Castell N./BEG,109033393,66507,1
108738122,mhplus BKK Netz HERZ/BEG,108035612,66565,1
108738144,mhplus BKK Netz PNN/BEG,108035612,66576,1
108738199,SBK Netz ZIF/BEG,108433248,66532,1
108738202,BKK ESSANELLE N. ZIF/BEG,109139915,66529,1
108738213,N?rnberger BKK Netz /BEG,102122660,66539,1
108738224,BKK AKS Netz ZIF/BEG,109129662,66542,1
108738235,BKK TEKADE-FGF Netz /BEG,108738257,66525,1
108738257,mhplus BKK Netz ZIF/BEG,108035612,66569,1
108738268,BKK Faber-Castell ZI/BEG,109033393,66537,1
108738279,BKK Faber-Castell HE/BEG,109033393,66536,1
108738510,BKK AKS Netz HERZO/BEG,109129662,66541,1
108738521,Energie BKK Netz HER/BEG,102129930,66566,1
108738532,Energie BKK Netz ZIF/BEG,102129930,66570,1
108738543,BKK AKS Netz PNN/BEG,109129662,66540,1
108738565,BKK Schwestern.Netz /BEG,108433099,66545,1
108738598,BKK Schweste.Netz HE/BEG,108433099,66544,1
108738601,BKK Schwestern. Netz/BEG,108433099,66543,1
108738907,BKK AKZO Nobel Netz-/BEG,108833355,66551,1
108738918,BKK AKZO Nobel N.-HE/BEG,108833355,66552,1
108738929,Audi BKK Netz HERZOG/BEG,108534160,66555,1
108739327,Schwenninger BKK N. /BEG,107536262,66571,1
108739394,BKK Allianz Netz GNE/BEG,,66559,1
108739441,BKK Provita Netz ZiF/BEG,108729018,66554,1
108739452,Hypo Vereinsbank BKK/BEG,108428980,66527,1
103524430,LOGISTIK BKK/GG,101523446,18511,1
103524441,BKK RUHFUS/GG,103524522,18506,1
103524452,BKK DAB,103524522,18429,1
103524474,BKK DORTMUNDER STADTW/GG,103524522,18432,1
103524496,BKK O&K AG DORTMUND/GG,103524372,18495,1
103524522,BKK HOESCH/GG,103524407,18552,1
103524533,BKK Dortmunder Bra,103524522,18431,1
103524544,BKK Schade,103729518,18566,1
103524920,BKK Carl Dan. Pedding/GG,104525035,18496,1
103524931,BKK AUGUST BILSTEIN/GG,104525035,18408,1
103524942,abc BKK /GG,101391700,18404,1
103525124,BKK Union Fr”ndbg,103729518,18538,1
103525135,BKK Thyssen Industrie/GG,104525035,31423,1
103525237,BKK Paul Ferd. Peddin/GG,,18497,1
103525384,BKK ELEKTROMARK/GG,,18568,1
103525408,BKK Putsch,103729518,18500,1
103525419,INOVITA BKK/GG,104926494,18401,1
103525420,BKK Stadt Hagen/GG,103726263,18526,1
103525442,BKK WDI/GG,103726263,18554,1
103525453,BKK THYSSEN DRAHT AG/GG,104526376,18559,1
103525464,BKK K”ppern/GG,104526252,18486,1
103525475,BKK O & K / KONE/GG,109139915,18492,1
103525567,BKK der SIEMAG/GG,104491707,18515,1
103525603,BKK Wiederholt,103729518,18548,1
103525909,BKK ACHENBACH BUSCHHU/GG,103524407,18403,1
103525954,BKK FALKE/GG,103524522,18565,1
103525976,BKK Westfalia,103729518,18449,1
103525998,BKK OTTO FUCHS/GG,103524522,18570,1
103526001,BKK Kissing GmbH/GG,104628142,18472,1
104227181,BKK Paguag,103729518,24437,1
104227660,BKK Becker+Bernh/BEG,,24473,1
104227728,BKK mannesmann/BEG,104526376,24471,1
104227739,BKK mannesmann/BEG,104526376,24471,1
104227751,BKK mannesmann/BEG,104526376,24471,1
104227773,BKK mannesmann/BEG,104526376,24471,1
104227784,BKK mannesmann/BEG,104526376,24471,1
104227795,BKK mannesmann/BEG,104526376,24471,1
104228115,BKK VICTORIA - D.A.S/BEG,103501080,24430,1
104228477,BKK Henkel Ost/BEG,104232371,99425,1
104228796,BKK Mannesmann Ost/BEG,104529255,99524,1
104229296,BKK VAW Aluminium,104521667,99530,1
104229321,BKK mannesmann/BEG,104526376,24471,1
104229582,BKK VICTORIA D.A.S.//BEG,104229606,99454,1
104229606,BKK VICTORIA - D.A.S/BEG,103501080,24430,1
104229673,BKK mannesmann/BEG,104526376,24471,1
104230734,BKK mannesmann/BEG,104526376,24471,1
104230745,BKK Mannesmann Ost/BEG,104529255,99524,1
104232360,BKK Chemie-Partner/BEG,104239915,24404,1
104232371,BKK Chemie Partner O/BEG,104239926,99573,1
104234863,BKK mannesmann/BEG,104526376,24471,1
104234921,BKK Mannesmann Ost/BEG,104529255,99524,1
104234932,BKK mannesmann/BEG,104526376,24471,1
104234943,BKK mannesmann/BEG,104526376,24471,1
104239915,BKK ESSANELLE/BEG,109139915,24410,1
104239926,KK ESSANELLE Ost/BEG,109139926,99584,1
104291260,BKK Chemie-Partner/BEG,104239915,24404,1
104424761,BKK EVS/BEG,104826197,25411,1
104424772,BKK DK Recycling,104424794,25409,1
107835743,Metzinger BKK/BEG,108035612,62418,1
107835878,BKK Sulz-Esch-Wyss,108035451,62415,1
107835992,BKK FHH LAUCHERTHAL/BEG,107829563,62417,1
107836209,BKK IVECO MAGIRUS AG/BEG,108035451,62469,1
107836210,BKK EvoBus/BEG,108030775,62465,1
107836221,BKK SCHWENK/BEG,107832012,62467,1
107836232,BKK Ott,106929904,62466,1
107836243,BKK WIELAND WERKE/BEG,107832012,62468,1
107836367,BKK WEINGARTEN/BEG,107829563,62431,1
107839894,BKK Wieland - Netz/BEG,,62568,1
107892184,BKK CONZELMANN/BEG,108035612,62412,1
107920462,BKK S„chs.B.,F.u.S,107921577,95404,1
107920634,BKK Planeta,108831386,95403,1
107921577,BKK Energie Sachsen/BEG,107832023,95405,1
107923181,BKK Chem.N?nchritz,103729621,95409,1
107923192,BKK Medicus/BEG,,95408,1
107923250,BKK Mannesmann Ost/BEG,104529255,99524,1
107923363,BKK Linde - Ost/BEG,105830517,99426,1
107923615,BKK Waggonbau G”rlit/BEG,105320805,95413,1
107929713,BKK Gesundheit /BEG,107829734,95530,1
107929724,BKK Gesundheit/Ost/BEG,107929713,95430,1
107930658,BKK DD+V/BEG,109737010,95414,1
107931170,BKK Goetze & Partner/BEG,104627129,99585,1
107934550,BKK MEDICUS West/BEG,107923192,95508,1
108020999,BKK SEL Ost/BEG,104826197,99427,1
108021308,Triumph BKK Ost/BEG,,99460,1
108021400,BKK WMF Ost/BEG,108036441,99450,1
108023117,BKK Bauknecht Ost/BEG,101592133,99459,1
108023139,neue BKK Ost/BEG,108035451,99489,1
108739474,BAVARIA BKK Netz ZIF/BEG,108729553,66557,1
108739599,BKK N-ERGIE Netz ZIF/BEG,108723249,66556,1
108739602,BKK N-ERGIE Netz HER/BEG,108723249,66519,1
108739668,neue BKK Netz ZIF/BEG,108035451,66572,1
108739680,BKK f?r Heilberufe P/BEG,104628222,66583,1
108739691,BKK f?r HeilberufeHE/BEG,104628222,66546,1
108739715,BKK f?r Heilberufe Z/BEG,104628222,66547,1
108739806,BKK Mobil Oil N. HER/BEG,101520078,66582,1
108739828,BKK Junghans+Partner/BEG,108734903,66579,1
108739839,BKK Junghans+Part.HE/BEG,108738064,66580,1
108739840,BKK Junghans+Partner/BEG,108739668,66581,1
108791004,AXA BKK Netz ZiF,104628142,66586,1
108791059,BKK Mobil Oil PNN,101520078,66585,1
108791060,BKK Mobil Oil ZiF,101520078,66584,1
108791151,BKK Allianz Netz ZiF,108432429,66587,1
108791173,BKK Rheinland Netz ZiF,104624411,66588,1
108791219,BKK DEMAG KRAUSS-M.HERZO,104424794,66589,1
108791220,BKK DEMAG K-M ZiF,104424794,66590,1
108791231,BKK DEMAG K-M PNN,104424794,66591,1
108791399,Bertelsmann BKK Netz ZiF,103725342,66593,1
108791776,Autoclub BKK Netz HERZO,108491740,66596,1
108791787,Autoclub BKK Netz PNN,108491740,66595,1
108791798,Autoclub BKK Netz ZiF,108491740,66597,1
108791867,BKK Gildem.Seidens.HERZO,103724272,66594,1
108791889,BKK 24 Netz ZiF,102122660,66599,1
108791936,BKK 24 Netz PNN,102122660,66598,1
108821362,BKK FAG Kugelfischer/BEG,,99447,1
108823455,SKD BKK/BEG,108833505,99445,1
103526012,BKK hde 58706 Menden/GG,104826197,18434,1
103526056,BKK Eisenwerk R”dingh/GG,,18438,1
103526283,BKK BERG-REYNOLDS/GG,108729553,18556,1
103526294,BKK Bombardier/GG,108836600,18514,1
103526330,BKK THOMAS/GG,108836600,18571,1
103526432,BKK Sauerland/GG,101523446,18569,1
103526591,BKK Schwelmer Eisenwe/GG,103525419,18523,1
103526615,BKK VDN/GG,,18544,1
103526659,BKK Gontermann,103525567,18451,1
103526660,BKK Bertrams,103524522,18407,1
103526693,BKK REGIONALVERKEHR/GG,103726263,18507,1
103526795,BKK Aluminium,103729518,18488,1
103526808,BKK Westig,103729518,18535,1
103526853,Betriebskrankenkasse /GG,103526875,18547,1
103526864,BKK Krupp Br?ninghaus/GG,104525035,18529,1
103526875,BKK M„rkischer Kreis/GG,103524372,18542,1
103526897,BKK DEMATIC/GG,101391700,18420,1
103526944,BKK Lohm.u.Stolt.,104224703,18481,1
103526955,BKK Flachglas,103725160,18423,1
103526966,BKK DITTMANN & NEUHAU/GG,103524522,18424,1
103526977,BKK Thyssen Industrie/GG,104525035,31423,1
103527262,BKK Hoesch-Schmiedag/GG,103524522,18519,1
103527284,BKK Sundw Messingw,107535988,18518,1
103527295,BKK Herne Stadt,104826197,18527,1
103527308,HEITKAMP BKK/GG,,18573,1
103527320,BKK Witte,103729518,18562,1
103527397,BKK H?ck,103526432,18464,1
103527444,BKK Brockhaus/GG,104424829,18413,1
103527466,BKK WALDRICH SIEGEN/GG,103525567,18550,1
104424794,BKK DEMAG KRAUSS-MAF/BEG,,25408,1
104424818,BKK STADT DUISBURG/BEG,,25426,1
104424829,NOVITAS Vereinigte B/BEG,104437993,25428,1
104424830,BKK der Grillo-Werke/BEG,104926702,25401,1
104424841,BKK R?tgerswerke AG/BEG,103524372,25415,1
104424863,BKK Harpener AG,104424794,25417,1
104424874,BKK Thyssen Industri/BEG,104525035,31423,1
104424885,BKK Berzelius,103729518,25404,1
104424896,BKK Franz Haniel & C/BEG,103524372,25416,1
104427149,BKK Pintsch Bamag,103729518,25402,1
104427207,BKK Hornitex Werke,104830638,25432,1
104427582,BKK Haindl Papier,109131438,25405,1
104428480,BKK DEMAG KRAUS-MAFF/BEG,104424794,99543,1
104437993,NOVITAS Vereinigte B/BEG,101391700,25420,1
104491707,Novitas BKK/BEG,,02407,1
104491718,NOVITAS Vereinigte B/BEG,104437993,99591,1
104521598,Karstadt Quelle BKK /BEG,104528744,99406,1
104521667,NOVITAS Vereinigte B/BEG,101120735,99443,1
104523340,BKK D”llken Ost/BEG,104826197,99495,1
104525002,BKK Evag Essen,104525035,31420,1
104525013,KARSTADT QUELLE BKK/BEG,104525035,31411,1
104525024,BKK VBI/DMT,104424829,31422,1
104525035,ktpBKK/BEG,101391700,31413,1
104525046,BKK Goldschmidt,104424829,31410,1
104525057,E.ON BetriebsKK/BEG,102129930,31418,1
104525068,BKK Altenberg,104124029,31401,1
104525080,BKK Ruhrglas GmbH,104124029,31409,1
104525104,BKK GEBR. COLSMAN/BEG,104525057,31404,1
104526252,BKK Thyssen Industri/BEG,104525035,31423,1
108023140,BKK W?rth, Adolf Ost/BEG,108036577,99453,1
108023219,BKK Breuninger Ost/BEG,108023117,99440,1
108023388,Bosch BKK Ost/BEG,108036123,99493,1
108028167,BKK Baresel -Ost/SVA,108029921,99510,1
108028394,SEL Betriebskrankenk/BEG,104826197,61440,1
108029306,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029373,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029384,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029395,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029408,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029419,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029420,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029431,BKK SCHOTT-ZEISS/BEG,106229304,61488,1
108029910,beneVita BKK/BEG,101538012,61490,1
108029921,beneVita BKK / Ost/BEG,101592133,99548,1
108030775,Mercedes-Benz BKK/BEG,,61491,1
108030786,Mercedes-Benz BKK/BEG,,61491,1
108030797,Mercedes-Benz BKK/BEG,,61491,1
108030800,Mercedes-Benz BKK/BEG,,61491,1
108030811,Mercedes-Benz BKK/BEG,,61491,1
108030822,Mercedes-Benz BKK/BEG,,61491,1
108031297,BKK Schott Zeiss Ost/BEG,106231295,99560,1
108031300,BKK Thyssen/SVA,104526252,61492,1
108031424,BKK Voralb/BEG,,61493,1
108031914,Mercedes-Benz BKK/BEG,,61491,1
108032458,Mercedes-Benz BKK/BEG,,61491,1
108032469,Mercedes-Benz BKK/BEG,,61491,1
108032470,Mercedes-Benz BKK/BEG,,61491,1
108033244,Siemens Betriebskran/BEG,,61495,1
108034176,SIEMENS BETRIEBSKRAN/BEG,108033244,63401,1
108828370,SKD BKK/BEG,,67412,1
108828757,BKK Mainfranken/BEG,109939003,67408,1
108828768,BKK Mainfranken/BEG,109939003,67408,1
108831386,BKK KBA Ost/BEG,108833674,99561,1
108832946,BKK DUEKER KARLSTADT/BEG,108833505,67405,1
108833355,BKK AKZO NOBEL -BAYE/BEG,,67411,1
108833505,SKD BKK/BEG,,67412,1
108833516,BKK Mainfranken/BEG,109939003,67408,1
108833561,BKK PWA,108533385,67403,1
108833674,Koenig & Bauer BKK/BEG,,67407,1
108836600,BKK FTE/BEG,102122795,67406,1
108837428,BKK FTE - OST/BEG,102136735,99579,1
108839464,BKK FTE/BEG,102122795,67406,1
108891517,neue BKK Netz PNWš,108035451,67513,1
108891528,BKK AKS Netz PNWš/BEG,108891573,67501,1
108891539,BKK Mobil Oil PNWš,101520078,67506,1
108891540,BKK Schwester.PNWš/BEG,108433099,67508,1
108891551,BKK Linde Netz PNWš/BEG,105830517,67504,1
108891562,BKK N-ERGIE PNWš,108723249,67507,1
108891573,BKK ESSANELLE PNWš,109139915,67505,1
108891584,BKK DEMAG K-M PNWš,104424794,67502,1
108891595,SKD BKK Netz PNWš,108833505,67512,1
108891608,BKK KBA Netz PNWš,108833674,67503,1
108891619,BKK Energie PNWš,102129930,67510,1
108891631,BKK mhplus PNWš,108035612,67511,1
108891653,BKK Hypo VB PNWš,108428980,67515,1
108891664,BKK Allianz PNWš,108432429,67514,1
108891686,BAVARIA BKK Netz PNWš,108891573,67516,1
108891802,Autoclub BKK Netz PNWš,108491740,67519,1
103527514,BKK Standard-Metallwe/GG,104826197,18577,1
103527536,BKK Wickeder Westf,103526864,18572,1
103527649,BKK Sudhaus,103729518,18517,1
103527672,BKK ALCAN DEUTSCHL./GG,103526432,18493,1
103528274,BKK Hoesch Ost/GG,103524522,99514,1
103529026,SIGNAL IDUNA BKK/GG,103500693,18402,1
103529071,SIGNAL IDUNA BKK OST/GG,103529026,99528,1
103529457,BKK Aktiv / Ost/GG,106229451,99586,1
103532065,BKK Nickel Werke/GG,103526615,99565,1
103532270,VBK-BKK VEW ENERGIE A/GG,,18419,1
103720018,BKK Deutsche BP AG/GG,103524407,19408,1
103720893,BKK Bertelsmann Ost/GG,103725342,99452,1
103720962,BKK Deutsche BP/O./GG,103720018,99595,1
103721440,BKK h?lsta,103729518,19401,1
103723317,BKK Miele Ost/GG,103725364,99494,1
103723339,BKK 2000/GG,104526376,19403,1
103723896,BKK Oetker August Ost/GG,103724238,99509,1
103724227,BKK Bertelmann u.N,103729518,19546,1
103724238,Heimat Krankenkasse/GG,,19418,1
103724249,BKK Duerkopp Adler/GG,,19409,1
103724250,DIE GEMEINSAME BKK/GG,104526376,28434,1
103724261,BKK Delius & S”hne Bi/GG,103724238,19405,1
103724272,BKK Gildemeister Seid/GG,,19410,1
103724283,BKK MEWI Parker/GG,103729518,19543,1
103724294,BKK Diakonie/GG,,19402,1
103724329,BKK Ibena,103729518,19424,1
103724330,BKK STEUERB./JUR.BERU/GG,107929713,19425,1
103724341,BKK Gildemeister Seid/GG,,19410,1
103724352,BKK Gildemeister Seid/GG,,19410,1
107536079,BKK B„uerle, Math.,107531187,58403,1
107536160,BKK Hohner, M.,107531187,58431,1
107536171,BKK AESCULAP/BVG,105530444,58430,1
107536182,BKK RIEKER U. RICOST/BVG,107532042,58436,1
107536262,vivida bkk/BVG,,58434,1
107536273,BKK Schlenker, J.,107536262,58438,1
107536284,BKK MANNESM.KIENZLE/BVG,108433248,58415,1
107536295,BKK Arlen GmbH,108729553,58405,1
107536308,BKK J„ckle, J.,107531187,58432,1
107536331,BKK Lauffenm?hle,107429741,58417,1
107536433,BKK Pap.Fabr.Albbr,107429785,58420,1
107538890,BKK Schwenninger Ost/BVG,107536262,99583,1
107621415,BKK UMEDIA Ost/BVG,107535396,99449,1
107629981,BKK UMEDIA/BVG,107535396,59411,1
107629992,BKK UMEDIA Ost/BVG,107535396,99449,1
107635046,BKK Glash. Achern,107629981,59406,1
107635353,BKK HUKLA-WERKE/BVG,107629981,59405,1
107635810,BKK AUGUST KOEHLER/BVG,107629981,59402,1
107635832,BKK Burda,107629981,59401,1
107636423,BKK ZELLER KERAMIK/BVG,,59404,1
107720471,BKK Barkas,109921296,94401,1
107720596,BKK Kfz Werdau,107720643,94402,1
107720643,BKK Automobilzuliefe/BVG,101120735,94403,1
107721381,BKK STEUERB./JUR.BER/BVG,107929724,99515,1
107721962,BKK Osnabr?ck Ost/BVG,107729631,99522,1
107723178,Deutsche BKK Ost/BVG,101939006,99525,1
107729631,BKK firmus / Ost/BVG,103121137,99587,1
107821326,BKK Iveco Magirus Os/BVG,108023139,99446,1
107821554,BKK Zahnradfabrik,107829574,99463,1
108736756,BKK OSTBAYERN / Netz/BVG,108738543,66506,1
108736789,BKK BAYERNWERK Netz /BVG,,66503,1
108736790,AXA BKK Netz PNN/BVG,104628142,66548,1
108736892,Schwenninger BKK N. /BVG,107536262,66563,1
108736927,BKK Bauknecht Netz P/BVG,,66550,1
108736949,BKK Linde Netz PNN/BVG,105830517,66558,1
108736983,BKK AKZO Nobel PNN/BVG,108833355,66511,1
108737041,SKD BKK Netz PNN/BVG,108833505,66522,1
108737052,Securvita BKK Netz P/BVG,101320032,66574,1
108737449,BKK AKZENT / Netz PN/BVG,108532932,66526,1
108737494,BKK Merc.-Benz HERZO/BVG,,03422,1
108737508,DaimlerChrys. BKK HE/BVG,108030775,66578,1
108737519,BKK N?rnberger HERZO/BVG,102122660,66533,1
108737520,BKK HYPOVEREINSB.HER/BVG,108428980,66535,1
108737531,BKK TEKADE-FGF HERZO/BVG,108738122,66534,1
108737553,BAVARIA BKK / HERZO/BVG,108729553,66538,1
108737586,Siemens BKK  Netz-HE/BVG,108433248,66531,1
108737597,BAVARIA BKK/BVG,109139926,99508,1
108737644,BKK BMW N.HERZOGenau/BVG,109034270,66520,1
108737677,Energie BKK Netz PNN/BVG,102129930,66561,1
108737724,Schwenninger BKK HER/BVG,107536262,66567,1
108737746,BKK Allianz HERZO/BVG,108432429,66523,1
108737882,BKK Deutsche Bank HE/BVG,104224634,66564,1
108737962,BKK ESSANELLE Netz H/BVG,109139915,66516,1
108738064,neue Netz BKK HERZOG/BVG,108035451,66568,1
108738111,BKK Faber-Castell N./BVG,109033393,66507,1
108738122,mhplus BKK Netz HERZ/BVG,108035612,66565,1
108738144,mhplus BKK Netz PNN/BVG,108035612,66576,1
101520352,Shell BKK/LIFE -Ost-/BEG,101520147,99423,1
101520363,BKK Hermes Kreditver/BEG,108432429,02415,1
101520454,BKK Springer, Axel //BEG,101520103,99421,1
101520900,BKK Hermes Kreditver/BEG,109720750,99437,1
101520966,BKK Deutsche BP Ost/BEG,103720962,99435,1
101521319,BKK Telefunken Sys,,99436,1
101521547,Esso BKK Ost/BEG,101520329,99458,1
101521821,BKK Dasa  Airbus Ost/BEG,,99478,1
101522116,Novitas BKK/BEG,,02407,1
101523297,BKK Philips/BEG,103523440,02420,1
101523446,Continentale BKK/BEG,,02422,1
101529260,BKK RWE-DEA AG,102131240,02405,1
101530753,BKK Still,105830517,02434,1
101530764,BKK Still Ost,105821242,99555,1
101531220,BKK Vereins-und West/BEG,108428980,02425,1
101531231,BKK Vereinsbank West/BEG,108428991,99559,1
101532152,BKK PHOENIX - Ost/BEG,101520181,99566,1
101532243,BKK SPAR/BEG,109939708,02429,1
101532254,Betriebskrankenkasse/BEG,109938046,99570,1
101532301,BKK Beiersdorf/BEG,105830016,02402,1
101534564,BKK IDUNA/BEG,103529026,02414,1
101534575,IDUNA BKK Ost/BEG,103529071,99574,1
101536624,BKK Airbus/BEG,,02411,1
101536919,BKK Hamburg Mannheim/BEG,107535409,02412,1
101536920,BKK Hamburg Mannheim/BEG,105836717,99578,1
101538012,City BKK/BEG,108038012,02418,1
101592133,City BKK / Ost/BEG,108092133,99558,1
101592213,BKK SPAR/BEG,109939708,02429,1
101592235,BKK Beiersdorf/BEG,105830016,02402,1
103726398,BKK Westfalia Separa/BVG,104424794,19536,1
103726401,BKK BENTELER/BVG,108433248,19544,1
103726412,BKK Pesag AG,102129930,19513,1
103726478,BKK Thyssen Industri/BVG,104525035,31423,1
103726548,BKK Simonswerk,103725364,19516,1
103726559,BKK K?mpers, F.A.,104526376,19522,1
103727093,BKK Dom.u. Forstv.,103724294,19526,1
103727106,BKK Seidensticker,103724272,19550,1
103727435,BKK C.&F.Fraling Gmb/BVG,,19556,1
103727491,BKK Kock,104526376,19429,1
103727629,BKK Vestische,103726263,19484,1
103728174,BKK apetito AG,103729518,19407,1
103728196,BKK apetito/BVG,,99512,1
103728301,BKK STEUERB./JUR.BER/BVG,107929724,99515,1
103729518,BKK 2000/BVG,104526376,19403,1
103729529,BKK VKR,102129930,19411,1
103729621,BKK Degussa -Ost-/BVG,104529255,99544,1
103729701,BKK Diakonie/BVG,103724294,99546,1
103730668,BKK BASF,106492393,19426,1
103736722,BKK Lafarge Dachsyst/BVG,103726069,99576,1
103791489,BKK Gildemeister-Ost/BVG,103724272,99590,1
103791490,BKK Gildemeister Sei/BVG,,19410,1
103791504,BKK Gildemeister Sei/BVG,,19410,1
103792572,BKK HMR/BVG,103726081,19479,1
103792663,BKK MIELE/BVG,,19473,1
104123437,SAINT-GOBAIN BKK/Ost/BVG,104124029,99500,1
104123687,BKK Continental/BVG,102522653,09446,1
104124029,SAINT-GOBAIN BKK/BVG,105830016,21408,1
104124575,BKK Anker-Teppiche,104127692,21417,1
107821703,BKK Zeppelin-Ost/BVG,103791489,99469,1
107822975,BKK G?hring,107829712,62413,1
107823603,BKK Mayer & Cie,107829712,62435,1
107828185,BKK Bizerba-Ost,107829723,99511,1
107829563,BKK ZF & Partner/BVG,106329566,62460,1
107829574,BKK ZF & Partner/Ost/BVG,106329577,99550,1
107829712,BKK Zollern-Alb/BVG,107929713,62414,1
107829723,BKK Zollern Alb Ost/BVG,107929724,99551,1
107829734,BKK Gesundheit/BVG,107535409,62470,1
107830704,BKK MERCEDES-BENZ 1/BVG,108030775,03403,1
107830715,BKK MERCEDES-BENZ 1/BVG,108030775,03403,1
107832012,BKK VerbundPlus/BVG,,62461,1
107832023,BKK VerbundPlus Ost/BVG,107832012,99564,1
107835060,BKK Mettler-Toledo,107429741,62447,1
107835071,BKK Groz-Beckert/BVG,,62421,1
107835093,BKK CONZELMANN/BVG,108035612,62412,1
107835139,BKK Bizerba-Werke,107829712,62408,1
107835151,BKK Thomae,106229532,62464,1
107835162,BKK EBW BIBERACH/BVG,107832012,62463,1
107835173,BKK Maute,107829712,62432,1
107835242,BKK Sch. Zellstoff,102031410,62456,1
107835311,BKK Zahnradfabrik,107829563,62462,1
107835322,BKK Zeppelin/BVG,103724272,62429,1
107835333,BKK MTU Friedrichsha/BVG,,62434,1
107835743,Metzinger BKK/BVG,108035612,62418,1
107835878,BKK Sulz-Esch-Wyss,108035451,62415,1
107835992,BKK FHH LAUCHERTHAL/BVG,107829563,62417,1
